reg;jour;PourAvec;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
01;2020-03-21;0;0.265337150650474;6.1027544649609;2.65337150650474;6.1027544649609;1.85736005455332
01;2020-03-21;1;;0;0;0;0
01;2020-03-21;2;;0;0;0;0
01;2020-03-22;0;0;6.89876591691232;2.12269720520379;7.42944021821327;1.59202290390284
01;2020-03-22;1;;0;0;0;0
01;2020-03-22;2;;0;0;0;0
01;2020-03-23;0;0;6.63342876626185;2.12269720520379;7.69477736886375;1.85736005455332
01;2020-03-23;1;;0;0;0;0
01;2020-03-23;2;;0;0;0;0
01;2020-03-24;0;0;7.42944021821327;2.38803435585427;8.49078882081517;2.65337150650474
01;2020-03-24;1;;0;0;0;0
01;2020-03-24;2;;0;0;0;0
01;2020-03-25;0;0;7.69477736886375;2.12269720520379;9.81747457406754;2.65337150650474
01;2020-03-25;1;;0;0;0;0
01;2020-03-25;2;;0;0;0;0
01;2020-03-26;0;0.530674301300948;9.28680027276659;2.12269720520379;10.8788231766694;2.91870865715521
01;2020-03-26;1;;0;0;0;0
01;2020-03-26;2;;0;0;0;0
01;2020-03-27;0;0.530674301300948;11.4094974779704;1.59202290390284;13.0015203818732;2.91870865715521
01;2020-03-27;1;;0;0;0;0
01;2020-03-27;2;;0;0;0;0
01;2020-03-28;0;1.0613486026019;11.9401717792713;2.38803435585427;13.5321946831742;3.71472010910664
01;2020-03-28;1;;0;0;0;0
01;2020-03-28;2;;0;0;0;0
01;2020-03-29;0;1.59202290390284;11.4094974779704;2.91870865715521;13.2668575325237;3.71472010910664
01;2020-03-29;1;;0;0;0;0
01;2020-03-29;2;;0;0;0;0
01;2020-03-30;0;1.59202290390284;12.4708460805723;2.91870865715521;13.0015203818732;3.71472010910664
01;2020-03-30;1;;0;0;0;0
01;2020-03-30;2;;0;0;0;0
01;2020-03-31;0;1.85736005455332;12.7361832312228;2.65337150650474;14.0628689844751;4.24539441040758
01;2020-03-31;1;;0;0;0;0
01;2020-03-31;2;;0;0;0;0
01;2020-04-01;0;1.85736005455332;13.5321946831742;2.91870865715521;15.124217587077;3.71472010910664
01;2020-04-01;1;;0;0;0;0
01;2020-04-01;2;;0;0;0;0
01;2020-04-02;0;1.32668575325237;13.0015203818732;2.65337150650474;16.4509033403294;3.71472010910664
01;2020-04-02;1;;0;0;0;0
01;2020-04-02;2;;0;0;0;0
01;2020-04-03;0;1.59202290390284;10.082811724718;2.91870865715521;15.124217587077;4.24539441040758
01;2020-04-03;1;;0;0;0;0
01;2020-04-03;2;;0;0;0;0
01;2020-04-04;0;1.0613486026019;8.75612597146564;2.12269720520379;14.8588804364265;3.98005725975711
01;2020-04-04;1;;0;0;0;0
01;2020-04-04;2;;0;0;0;0
01;2020-04-05;0;0.530674301300948;7.96011451951422;1.59202290390284;13.0015203818732;3.98005725975711
01;2020-04-05;1;;0;0;0;0
01;2020-04-05;2;;0;0;0;0
01;2020-04-06;0;0.796011451951422;7.42944021821327;1.59202290390284;13.2668575325237;4.24539441040758
01;2020-04-06;1;;0;0;0;0
01;2020-04-06;2;;0;0;0;0
01;2020-04-07;0;0.530674301300948;6.36809161561138;1.85736005455332;11.6748346286209;4.77606871170853
01;2020-04-07;1;;0;0;0;0
01;2020-04-07;2;;0;0;0;0
01;2020-04-08;0;0.530674301300948;5.30674301300948;1.85736005455332;11.6748346286209;4.51073156105806
01;2020-04-08;1;;0;0;0;0
01;2020-04-08;2;;0;0;0;0
01;2020-04-09;0;0.530674301300948;5.57208016365995;2.12269720520379;12.2055089299218;4.51073156105806
01;2020-04-09;1;;0;0;0;0
01;2020-04-09;2;;0;0;0;0
01;2020-04-10;0;0.265337150650474;5.04140586235901;1.59202290390284;12.4708460805723;4.51073156105806
01;2020-04-10;1;;0;0;0;0
01;2020-04-10;2;;0;0;0;0
01;2020-04-11;0;0.265337150650474;5.30674301300948;1.59202290390284;12.2055089299218;4.24539441040758
01;2020-04-11;1;;0;0;0;0
01;2020-04-11;2;;0;0;0;0
01;2020-04-12;0;0.265337150650474;5.30674301300948;1.59202290390284;12.2055089299218;4.24539441040758
01;2020-04-12;1;;0;0;0;0
01;2020-04-12;2;;0;0;0;0
01;2020-04-13;0;0;4.24539441040758;1.32668575325237;11.9401717792713;3.98005725975711
01;2020-04-13;1;;0;0;0;0
01;2020-04-13;2;;0;0;0;0
01;2020-04-14;0;0;3.44938295845616;0.530674301300948;11.4094974779704;3.71472010910664
01;2020-04-14;1;;0;0;0;0
01;2020-04-14;2;;0;0;0;0
01;2020-04-15;0;0;2.38803435585427;0.265337150650474;10.3481488753685;3.71472010910664
01;2020-04-15;1;;0;0;0;0
01;2020-04-15;2;;0;0;0;0
01;2020-04-16;0;0.265337150650474;1.0613486026019;0.265337150650474;10.082811724718;3.98005725975711
01;2020-04-16;1;;0;0;0;0
01;2020-04-16;2;;0;0;0;0
01;2020-04-17;0;0.265337150650474;0.530674301300948;0.265337150650474;8.22545167016469;3.71472010910664
01;2020-04-17;1;;0;0;0;0
01;2020-04-17;2;;0;0;0;0
01;2020-04-18;0;0.265337150650474;0.265337150650474;0.265337150650474;8.22545167016469;3.71472010910664
01;2020-04-18;1;;0;0;0;0
01;2020-04-18;2;;0;0;0;0
01;2020-04-19;0;0.265337150650474;0.265337150650474;0.265337150650474;7.42944021821327;3.44938295845616
01;2020-04-19;1;;0;0;0;0
01;2020-04-19;2;;0;0;0;0
01;2020-04-20;0;0.265337150650474;0.530674301300948;0.265337150650474;7.1641030675628;3.44938295845616
01;2020-04-20;1;;0;0;0;0
01;2020-04-20;2;;0;0;0;0
01;2020-04-21;0;0.530674301300948;0.530674301300948;0.265337150650474;6.36809161561138;3.44938295845616
01;2020-04-21;1;;0;0;0;0
01;2020-04-21;2;;0;0;0;0
01;2020-04-22;0;1.0613486026019;0.796011451951422;0.530674301300948;6.36809161561138;3.44938295845616
01;2020-04-22;1;;0;0;0;0
01;2020-04-22;2;;0;0;0;0
01;2020-04-23;0;0.796011451951422;0.530674301300948;0.265337150650474;5.83741731431043;2.91870865715521
01;2020-04-23;1;;0;0;0;0
01;2020-04-23;2;;0;0;0;0
01;2020-04-24;0;0.796011451951422;0.530674301300948;0.265337150650474;5.83741731431043;2.65337150650474
01;2020-04-24;1;;0;0;0;0
01;2020-04-24;2;;0;0;0;0
01;2020-04-25;0;0.796011451951422;0.530674301300948;0.265337150650474;5.83741731431043;2.65337150650474
01;2020-04-25;1;;0;0;0;0
01;2020-04-25;2;;0;0;0;0
01;2020-04-26;0;0.796011451951422;0.530674301300948;0.265337150650474;5.57208016365995;2.65337150650474
01;2020-04-26;1;;0;0;0;0
01;2020-04-26;2;;0;0;0;0
01;2020-04-27;0;0.796011451951422;0.265337150650474;0.265337150650474;5.57208016365995;2.38803435585427
01;2020-04-27;1;;0;0;0;0
01;2020-04-27;2;;0;0;0;0
01;2020-04-28;0;0.796011451951422;0.265337150650474;0.265337150650474;5.04140586235901;2.38803435585427
01;2020-04-28;1;;0;0;0;0
01;2020-04-28;2;;0;0;0;0
01;2020-04-29;0;0.265337150650474;0;0;4.77606871170853;1.85736005455332
01;2020-04-29;1;;0;0;0;0
01;2020-04-29;2;;0;0;0;0
01;2020-04-30;0;0.530674301300948;0;0;4.77606871170853;1.85736005455332
01;2020-04-30;1;;0;0;0;0
01;2020-04-30;2;;0;0;0;0
01;2020-05-01;0;0.530674301300948;0;0;4.24539441040758;1.59202290390284
01;2020-05-01;1;;0;0;0;0
01;2020-05-01;2;;0;0;0;0
01;2020-05-02;0;0.530674301300948;0;0;4.24539441040758;1.59202290390284
01;2020-05-02;1;;0;0;0;0
01;2020-05-02;2;;0;0;0;0
01;2020-05-03;0;0.530674301300948;0;0;4.24539441040758;1.59202290390284
01;2020-05-03;1;;0;0;0;0
01;2020-05-03;2;;0;0;0;0
01;2020-05-04;0;0.796011451951422;0;0;4.24539441040758;1.59202290390284
01;2020-05-04;1;;0;0;0;0
01;2020-05-04;2;;0;0;0;0
01;2020-05-05;0;0.530674301300948;0;0;3.44938295845616;1.32668575325237
01;2020-05-05;1;;0;0;0;0
01;2020-05-05;2;;0;0;0;0
01;2020-05-06;0;0.530674301300948;0;0;3.44938295845616;1.32668575325237
01;2020-05-06;1;;0;0;0;0
01;2020-05-06;2;;0;0;0;0
01;2020-05-07;0;0.265337150650474;0;0;3.44938295845616;1.32668575325237
01;2020-05-07;1;;0;0;0;0
01;2020-05-07;2;;0;0;0;0
01;2020-05-08;0;0.265337150650474;0;0;3.44938295845616;1.32668575325237
01;2020-05-08;1;;0;0;0;0
01;2020-05-08;2;;0;0;0;0
01;2020-05-09;0;0.265337150650474;0;0;3.44938295845616;1.32668575325237
01;2020-05-09;1;;0;0;0;0
01;2020-05-09;2;;0;0;0;0
01;2020-05-10;0;0.265337150650474;0;0;3.44938295845616;1.32668575325237
01;2020-05-10;1;;0;0;0;0
01;2020-05-10;2;;0;0;0;0
01;2020-05-11;0;0;0;0;3.44938295845616;1.32668575325237
01;2020-05-11;1;;0;0;0;0
01;2020-05-11;2;;0;0;0;0
01;2020-05-12;0;0;0;0;3.44938295845616;1.32668575325237
01;2020-05-12;1;;0;0;0;0
01;2020-05-12;2;;0;0;0;0
01;2020-05-13;0;0;0;0;3.44938295845616;1.32668575325237
01;2020-05-13;1;;0;0;0;0
01;2020-05-13;2;;0;0;0;0
01;2020-05-14;0;0;0;0;3.44938295845616;1.32668575325237
01;2020-05-14;1;;0;0;0;0
01;2020-05-14;2;;0;0;0;0
01;2020-05-15;0;0;0.530674301300948;0;3.98005725975711;1.32668575325237
01;2020-05-15;1;;0;0;0;0
01;2020-05-15;2;;0;0;0;0
01;2020-05-16;0;0;0.530674301300948;0;3.98005725975711;1.0613486026019
01;2020-05-16;1;;0;0;0;0
01;2020-05-16;2;;0;0;0;0
01;2020-05-17;0;0;0.530674301300948;0;3.98005725975711;1.0613486026019
01;2020-05-17;1;;0;0;0;0
01;2020-05-17;2;;0;0;0;0
01;2020-05-18;0;0;0.530674301300948;0;3.98005725975711;1.0613486026019
01;2020-05-18;1;;0;0;0;0
01;2020-05-18;2;;0;0;0;0
01;2020-05-19;0;0;0.530674301300948;0;3.71472010910664;1.0613486026019
01;2020-05-19;1;;0;0;0;0
01;2020-05-19;2;;0;0;0;0
01;2020-05-20;0;0;0.530674301300948;0;3.18404580780569;1.0613486026019
01;2020-05-20;1;;0;0;0;0
01;2020-05-20;2;;0;0;0;0
01;2020-05-21;0;0;0.530674301300948;0;3.18404580780569;1.0613486026019
01;2020-05-21;1;;0;0;0;0
01;2020-05-21;2;;0;0;0;0
01;2020-05-22;0;0;0;0;3.18404580780569;1.0613486026019
01;2020-05-22;1;;0;0;0;0
01;2020-05-22;2;;0;0;0;0
01;2020-05-23;0;0;0;0;2.65337150650474;0.796011451951422
01;2020-05-23;1;;0;0;0;0
01;2020-05-23;2;;0;0;0;0
01;2020-05-24;0;0.265337150650474;0;0;2.65337150650474;0.796011451951422
01;2020-05-24;1;;0;0;0;0
01;2020-05-24;2;;0;0;0;0
01;2020-05-25;0;0.265337150650474;0.265337150650474;0;2.65337150650474;0.530674301300948
01;2020-05-25;1;;0;0;0;0
01;2020-05-25;2;;0;0;0;0
01;2020-05-26;0;0.265337150650474;0.265337150650474;0;2.65337150650474;0.265337150650474
01;2020-05-26;1;;0;0;0;0
01;2020-05-26;2;;0;0;0;0
01;2020-05-27;0;0.265337150650474;0.265337150650474;0;2.65337150650474;0.265337150650474
01;2020-05-27;1;;0;0;0;0
01;2020-05-27;2;;0;0;0;0
01;2020-05-28;0;0.265337150650474;0.265337150650474;0;2.38803435585427;0.265337150650474
01;2020-05-28;1;;0;0;0;0
01;2020-05-28;2;;0;0;0;0
01;2020-05-29;0;0.265337150650474;0.265337150650474;0;2.38803435585427;0.265337150650474
01;2020-05-29;1;;0;0;0;0
01;2020-05-29;2;;0;0;0;0
01;2020-05-30;0;0.265337150650474;0.265337150650474;0;2.12269720520379;0.265337150650474
01;2020-05-30;1;;0;0;0;0
01;2020-05-30;2;;0;0;0;0
01;2020-05-31;0;0;0.265337150650474;0;2.12269720520379;0.265337150650474
01;2020-05-31;1;;0;0;0;0
01;2020-05-31;2;;0;0;0;0
01;2020-06-01;0;0;0;0;2.12269720520379;0.265337150650474
01;2020-06-01;1;;0;0;0;0
01;2020-06-01;2;;0;0;0;0
01;2020-06-02;0;0;0;0;2.12269720520379;0.265337150650474
01;2020-06-02;1;;0;0;0;0
01;2020-06-02;2;;0;0;0;0
01;2020-06-03;0;0;0;0;2.12269720520379;0.265337150650474
01;2020-06-03;1;;0;0;0;0
01;2020-06-03;2;;0;0;0;0
01;2020-06-04;0;0;0;0;2.12269720520379;0
01;2020-06-04;1;;0;0;0;0
01;2020-06-04;2;;0;0;0;0
01;2020-06-05;0;0;0;0;1.85736005455332;0
01;2020-06-05;1;;0;0;0;0
01;2020-06-05;2;;0;0;0;0
01;2020-06-06;0;0;0;0;1.85736005455332;0
01;2020-06-06;1;;0;0;0;0
01;2020-06-06;2;;0;0;0;0
01;2020-06-07;0;0;0;0;1.85736005455332;0
01;2020-06-07;1;;0;0;0;0
01;2020-06-07;2;;0;0;0;0
01;2020-06-08;0;0;0;0;1.85736005455332;0
01;2020-06-08;1;;0;0;0;0
01;2020-06-08;2;;0;0;0;0
01;2020-06-09;0;0;0;0;1.59202290390284;0
01;2020-06-09;1;;0;0;0;0
01;2020-06-09;2;;0;0;0;0
01;2020-06-10;0;0;0;0;1.32668575325237;0
01;2020-06-10;1;;0;0;0;0
01;2020-06-10;2;;0;0;0;0
01;2020-06-11;0;0;0;0;1.32668575325237;0
01;2020-06-11;1;;0;0;0;0
01;2020-06-11;2;;0;0;0;0
01;2020-06-12;0;0;0;0;1.32668575325237;0
01;2020-06-12;1;;0;0;0;0
01;2020-06-12;2;;0;0;0;0
01;2020-06-13;0;0;0;0;1.32668575325237;0
01;2020-06-13;1;;0;0;0;0
01;2020-06-13;2;;0;0;0;0
01;2020-06-14;0;0;0;0;1.32668575325237;0
01;2020-06-14;1;;0;0;0;0
01;2020-06-14;2;;0;0;0;0
01;2020-06-15;0;0;0;0;1.32668575325237;0
01;2020-06-15;1;;0;0;0;0
01;2020-06-15;2;;0;0;0;0
01;2020-06-16;0;0;0;0;1.32668575325237;0
01;2020-06-16;1;;0;0;0;0
01;2020-06-16;2;;0;0;0;0
01;2020-06-17;0;0;0;0;1.32668575325237;0
01;2020-06-17;1;;0;0;0;0
01;2020-06-17;2;;0;0;0;0
01;2020-06-18;0;0;0;0;1.32668575325237;0
01;2020-06-18;1;;0;0;0;0
01;2020-06-18;2;;0;0;0;0
01;2020-06-19;0;0;0;0;1.32668575325237;0
01;2020-06-19;1;;0;0;0;0
01;2020-06-19;2;;0;0;0;0
01;2020-06-20;0;0;0;0;1.32668575325237;0
01;2020-06-20;1;;0;0;0;0
01;2020-06-20;2;;0;0;0;0
01;2020-06-21;0;0;0;0;1.32668575325237;0
01;2020-06-21;1;;0;0;0;0
01;2020-06-21;2;;0;0;0;0
01;2020-06-22;0;0;0;0;1.32668575325237;0
01;2020-06-22;1;;0;0;0;0
01;2020-06-22;2;;0;0;0;0
01;2020-06-23;0;0;0;0;1.32668575325237;0
01;2020-06-23;1;;0;0;0;0
01;2020-06-23;2;;0;0;0;0
01;2020-06-24;0;0;0.530674301300948;0.530674301300948;1.85736005455332;0.530674301300948
01;2020-06-24;1;;0;0;0;0
01;2020-06-24;2;;0;0;0;0
01;2020-06-25;0;0;0.530674301300948;0.530674301300948;1.85736005455332;0.530674301300948
01;2020-06-25;1;;0;0;0;0
01;2020-06-25;2;;0;0;0;0
01;2020-06-26;0;0;0.530674301300948;0.530674301300948;1.85736005455332;0.530674301300948
01;2020-06-26;1;;0;0;0;0
01;2020-06-26;2;;0;0;0;0
01;2020-06-27;0;0;0.530674301300948;0.530674301300948;1.85736005455332;0.530674301300948
01;2020-06-27;1;;0;0;0;0
01;2020-06-27;2;;0;0;0;0
01;2020-06-28;0;0;1.0613486026019;1.0613486026019;2.38803435585427;1.0613486026019
01;2020-06-28;1;;0;0;0;0
01;2020-06-28;2;;0;0;0;0
01;2020-06-29;0;0;1.0613486026019;1.0613486026019;2.38803435585427;1.0613486026019
01;2020-06-29;1;;0;0;0;0
01;2020-06-29;2;;0;0;0;0
01;2020-06-30;0;0;1.0613486026019;1.0613486026019;2.38803435585427;1.0613486026019
01;2020-06-30;1;;0;0;0;0
01;2020-06-30;2;;0;0;0;0
01;2020-07-01;0;0;0.530674301300948;0.530674301300948;2.38803435585427;1.0613486026019
01;2020-07-01;1;;0;0;0;0
01;2020-07-01;2;;0;0;0;0
01;2020-07-02;0;0;0.530674301300948;0.530674301300948;2.38803435585427;1.0613486026019
01;2020-07-02;1;;0;0;0;0
01;2020-07-02;2;;0;0;0;0
01;2020-07-03;0;0;0.530674301300948;0.530674301300948;2.38803435585427;1.0613486026019
01;2020-07-03;1;;0;0;0;0
01;2020-07-03;2;;0;0;0;0
01;2020-07-04;0;0;0.530674301300948;0.530674301300948;2.38803435585427;1.0613486026019
01;2020-07-04;1;;0;0;0;0
01;2020-07-04;2;;0;0;0;0
01;2020-07-05;0;0;0;0;2.38803435585427;0.796011451951422
01;2020-07-05;1;;0;0;0;0
01;2020-07-05;2;;0;0;0;0
01;2020-07-06;0;0;0.530674301300948;0.530674301300948;2.91870865715521;1.0613486026019
01;2020-07-06;1;;0;0;0;0
01;2020-07-06;2;;0;0;0;0
01;2020-07-07;0;0;0.530674301300948;0.530674301300948;2.65337150650474;1.0613486026019
01;2020-07-07;1;;0;0;0;0
01;2020-07-07;2;;0;0;0;0
01;2020-07-08;0;0;0.530674301300948;0.530674301300948;2.65337150650474;1.0613486026019
01;2020-07-08;1;;0;0;0;0
01;2020-07-08;2;;0;0;0;0
01;2020-07-09;0;0;0.530674301300948;0.530674301300948;2.65337150650474;1.0613486026019
01;2020-07-09;1;;0;0;0;0
01;2020-07-09;2;;0;0;0;0
01;2020-07-10;0;0;0.530674301300948;0.530674301300948;2.65337150650474;1.0613486026019
01;2020-07-10;1;;0;0;0;0
01;2020-07-10;2;;0;0;0;0
01;2020-07-11;0;0;0.530674301300948;0.530674301300948;2.65337150650474;1.0613486026019
01;2020-07-11;1;;0;0;0;0
01;2020-07-11;2;;0;0;0;0
01;2020-07-12;0;0;0.530674301300948;0.530674301300948;2.65337150650474;1.0613486026019
01;2020-07-12;1;;0;0;0;0
01;2020-07-12;2;;0;0;0;0
01;2020-07-13;0;0;0;0;2.65337150650474;1.0613486026019
01;2020-07-13;1;;0;0;0;0
01;2020-07-13;2;;0;0;0;0
01;2020-07-14;0;0;0;0;2.65337150650474;0.796011451951422
01;2020-07-14;1;;0;0;0;0
01;2020-07-14;2;;0;0;0;0
01;2020-07-15;0;0;0;0;2.65337150650474;0.796011451951422
01;2020-07-15;1;;0;0;0;0
01;2020-07-15;2;;0;0;0;0
01;2020-07-16;0;0;0;0;2.65337150650474;0.796011451951422
01;2020-07-16;1;;0;0;0;0
01;2020-07-16;2;;0;0;0;0
01;2020-07-17;0;0.265337150650474;0;0;2.65337150650474;0.530674301300948
01;2020-07-17;1;;0;0;0;0
01;2020-07-17;2;;0;0;0;0
01;2020-07-18;0;0.265337150650474;0;0;2.38803435585427;0.265337150650474
01;2020-07-18;1;;0;0;0;0
01;2020-07-18;2;;0;0;0;0
01;2020-07-19;0;0.265337150650474;0;0;2.38803435585427;0.265337150650474
01;2020-07-19;1;;0;0;0;0
01;2020-07-19;2;;0;0;0;0
01;2020-07-20;0;0.265337150650474;0;0;2.38803435585427;0.265337150650474
01;2020-07-20;1;;0;0;0;0
01;2020-07-20;2;;0;0;0;0
01;2020-07-21;0;0.265337150650474;0;0;2.38803435585427;0.265337150650474
01;2020-07-21;1;;0;0;0;0
01;2020-07-21;2;;0;0;0;0
01;2020-07-22;0;0.265337150650474;0;0;2.12269720520379;0.265337150650474
01;2020-07-22;1;;0;0;0;0
01;2020-07-22;2;;0;0;0;0
01;2020-07-23;0;0.265337150650474;0;0;1.85736005455332;0.265337150650474
01;2020-07-23;1;;0;0;0;0
01;2020-07-23;2;;0;0;0;0
01;2020-07-24;0;0;0;0;1.85736005455332;0.265337150650474
01;2020-07-24;1;;0;0;0;0
01;2020-07-24;2;;0;0;0;0
01;2020-07-25;0;0;0;0;1.85736005455332;0.265337150650474
01;2020-07-25;1;;0;0;0;0
01;2020-07-25;2;;0;0;0;0
01;2020-07-26;0;0;0;0;1.85736005455332;0.265337150650474
01;2020-07-26;1;;0;0;0;0
01;2020-07-26;2;;0;0;0;0
01;2020-07-27;0;0;0;0;1.85736005455332;0.265337150650474
01;2020-07-27;1;;0;0;0;0
01;2020-07-27;2;;0;0;0;0
01;2020-07-28;0;0;0;0;1.59202290390284;0
01;2020-07-28;1;;0;0;0;0
01;2020-07-28;2;;0;0;0;0
01;2020-07-29;0;0;0;0;1.59202290390284;0
01;2020-07-29;1;;0;0;0;0
01;2020-07-29;2;;0;0;0;0
01;2020-07-30;0;0;0;0;1.59202290390284;0
01;2020-07-30;1;;0;0;0;0
01;2020-07-30;2;;0;0;0;0
01;2020-07-31;0;0;0;0;1.32668575325237;0
01;2020-07-31;1;;0;0;0;0
01;2020-07-31;2;;0;0;0;0
01;2020-08-01;0;0;0;0;1.32668575325237;0
01;2020-08-01;1;;0;0;0;0
01;2020-08-01;2;;0;0;0;0
01;2020-08-02;0;0;0;0;1.32668575325237;0
01;2020-08-02;1;;0;0;0;0
01;2020-08-02;2;;0;0;0;0
01;2020-08-03;0;0;0;0;1.32668575325237;0
01;2020-08-03;1;;0;0;0;0
01;2020-08-03;2;;0;0;0;0
01;2020-08-04;0;0;0;0;1.32668575325237;0
01;2020-08-04;1;;0;0;0;0
01;2020-08-04;2;;0;0;0;0
01;2020-08-05;0;0;0.265337150650474;0.265337150650474;1.0613486026019;0.265337150650474
01;2020-08-05;1;;0;0;0;0
01;2020-08-05;2;;0;0;0;0
01;2020-08-06;0;0;0.265337150650474;0.265337150650474;1.0613486026019;0.265337150650474
01;2020-08-06;1;;0;0;0;0
01;2020-08-06;2;;0;0;0;0
01;2020-08-07;0;0;0.530674301300948;0.530674301300948;1.32668575325237;0.530674301300948
01;2020-08-07;1;;0;0;0;0
01;2020-08-07;2;;0;0;0;0
01;2020-08-08;0;0;0.530674301300948;0.530674301300948;1.32668575325237;0.530674301300948
01;2020-08-08;1;;0;0;0;0
01;2020-08-08;2;;0;0;0;0
01;2020-08-09;0;0.265337150650474;0.530674301300948;0.530674301300948;1.32668575325237;0.530674301300948
01;2020-08-09;1;;0;0;0;0
01;2020-08-09;2;;0;0;0;0
01;2020-08-10;0;0.265337150650474;0.530674301300948;0.530674301300948;1.0613486026019;0.265337150650474
01;2020-08-10;1;;0;0;0;0
01;2020-08-10;2;;0;0;0;0
01;2020-08-11;0;0.265337150650474;0.796011451951422;0.796011451951422;1.32668575325237;0.530674301300948
01;2020-08-11;1;;0;0;0;0
01;2020-08-11;2;;0;0;0;0
01;2020-08-12;0;0.265337150650474;0.796011451951422;0.796011451951422;1.59202290390284;0.796011451951422
01;2020-08-12;1;;0;0;0;0
01;2020-08-12;2;;0;0;0;0
01;2020-08-13;0;0.265337150650474;1.0613486026019;0.796011451951422;1.85736005455332;0.530674301300948
01;2020-08-13;1;;0;0;0;0
01;2020-08-13;2;;0;0;0;0
01;2020-08-14;0;0.265337150650474;1.0613486026019;0.796011451951422;2.12269720520379;0.796011451951422
01;2020-08-14;1;;0;0;0;0
01;2020-08-14;2;;0;0;0;0
01;2020-08-15;0;0.796011451951422;1.32668575325237;0.796011451951422;2.38803435585427;0.530674301300948
01;2020-08-15;1;;0;0;0;0
01;2020-08-15;2;;0;0;0;0
01;2020-08-16;0;0.530674301300948;1.59202290390284;1.0613486026019;1.85736005455332;0.796011451951422
01;2020-08-16;1;;0;0;0;0
01;2020-08-16;2;;0;0;0;0
01;2020-08-17;0;0.530674301300948;1.85736005455332;1.32668575325237;2.12269720520379;1.0613486026019
01;2020-08-17;1;;0;0;0;0
01;2020-08-17;2;;0;0;0;0
01;2020-08-18;0;0.530674301300948;2.38803435585427;1.32668575325237;2.91870865715521;1.32668575325237
01;2020-08-18;1;;0;0;0;0
01;2020-08-18;2;;0;0;0;0
01;2020-08-19;0;0.530674301300948;2.38803435585427;1.32668575325237;3.18404580780569;1.32668575325237
01;2020-08-19;1;;0;0;0;0
01;2020-08-19;2;;0;0;0;0
01;2020-08-20;0;0.530674301300948;2.38803435585427;1.59202290390284;2.91870865715521;1.59202290390284
01;2020-08-20;1;;0;0;0;0
01;2020-08-20;2;;0;0;0;0
01;2020-08-21;0;0.530674301300948;3.18404580780569;1.59202290390284;3.98005725975711;1.85736005455332
01;2020-08-21;1;;0;0;0;0
01;2020-08-21;2;;0;0;0;0
01;2020-08-22;0;0;3.71472010910664;1.59202290390284;4.24539441040758;1.85736005455332
01;2020-08-22;1;;0;0;0;0
01;2020-08-22;2;;0;0;0;0
01;2020-08-23;0;0;4.51073156105806;2.12269720520379;5.04140586235901;2.65337150650474
01;2020-08-23;1;;0;0;0;0
01;2020-08-23;2;;0;0;0;0
01;2020-08-24;0;0;5.57208016365995;2.12269720520379;5.57208016365995;2.65337150650474
01;2020-08-24;1;;0;0;0;0
01;2020-08-24;2;;0;0;0;0
01;2020-08-25;0;0;5.83741731431043;1.85736005455332;6.63342876626185;2.65337150650474
01;2020-08-25;1;;0;0;0;0
